,Channel Name,Subscriber Count,Total Videos,Total Views,View Count,Like Count,Comment Count,Video Posted,Video Link,time_since_posting,View/Sub
168,Two Minute Papers,1620000,958,150130489,105529,3550,248,2025-01-19 17:36:16,https://www.youtube.com/watch?v=4TpwfbUjCYs&ab_channel=TwoMinutePapers,52,0.06514135802469136
169,Two Minute Papers,1620000,958,150130489,105990,3622,309,2025-01-12 16:26:01,https://www.youtube.com/watch?v=_qQwSVzYNpA&ab_channel=TwoMinutePapers,59,0.06542592592592593
170,Two Minute Papers,1620000,958,150130489,86889,3174,151,2025-01-07 09:05:46,https://www.youtube.com/watch?v=QhA2CH6Z-v4&ab_channel=TwoMinutePapers,64,0.05363518518518519
171,Two Minute Papers,1620000,958,150130489,46701,2373,94,2025-01-04 15:53:43,https://www.youtube.com/watch?v=WZCOtnUT0b0&ab_channel=TwoMinutePapers,67,0.02882777777777778
172,Two Minute Papers,1620000,958,150130489,264498,6960,815,2024-12-28 18:14:34,https://www.youtube.com/watch?v=DjSipUhjJX8&ab_channel=TwoMinutePapers,74,0.16327037037037037
173,Two Minute Papers,1620000,958,150130489,86790,3293,366,2024-12-21 15:26:22,https://www.youtube.com/watch?v=AkegnIRF_S4&ab_channel=TwoMinutePapers,81,0.05357407407407407
174,Two Minute Papers,1620000,958,150130489,77107,3127,161,2024-12-15 15:04:07,https://www.youtube.com/watch?v=QCllgrnk8So&ab_channel=TwoMinutePapers,87,0.04759691358024691
175,Two Minute Papers,1620000,958,150130489,101697,3613,368,2024-12-13 18:33:38,https://www.youtube.com/watch?v=JYI1srodjeg&ab_channel=TwoMinutePapers,89,0.06277592592592593
176,Fermilab,808000,469,79859760,7102,403,29,2025-02-06 16:15:02,https://www.youtube.com/watch?v=a7nh3dIiMBg&ab_channel=Fermilab,34,0.008789603960396039
177,Fermilab,808000,469,79859760,45743,4337,281,2025-01-17 15:32:28,https://www.youtube.com/watch?v=y0BF-dMgZRk&ab_channel=Fermilab,54,0.05661262376237624
178,Fermilab,808000,469,79859760,10304,509,36,2024-12-17 17:39:09,https://www.youtube.com/watch?v=D-GCEDwK4hs&ab_channel=Fermilab,85,0.012752475247524752
179,Fermilab,808000,469,79859760,23783,1849,102,2024-12-11 16:43:00,https://www.youtube.com/watch?v=AZWsv2d2Yd4&ab_channel=Fermilab,91,0.029434405940594058
180,The Organic Chemistry Tutor,9160000,2852,1439731919,36044,601,132,2025-01-31 12:58:31,https://www.youtube.com/watch?v=eBD2TZUh5VI&ab_channel=TheOrganicChemistryTutor,40,0.003934934497816594
181,The Organic Chemistry Tutor,9160000,2852,1439731919,33535,432,72,2025-01-22 13:05:36,https://www.youtube.com/watch?v=yOrXqvO2M1M&ab_channel=TheOrganicChemistryTutor,49,0.0036610262008733626
182,The Organic Chemistry Tutor,9160000,2852,1439731919,34717,585,88,2025-01-02 22:03:52,https://www.youtube.com/watch?v=D5Iv3qbzl2k&ab_channel=TheOrganicChemistryTutor,69,0.003790065502183406
183,Applied Science,856000,270,82842656,225498,12769,634,2025-02-01 04:05:43,https://www.youtube.com/watch?v=DQv0nlGsW-s&ab_channel=AppliedScience,39,0.2634322429906542
184,Applied Science,856000,270,82842656,84964,7526,536,2025-01-01 00:29:55,https://www.youtube.com/watch?v=kiuXasyB3L0&ab_channel=AppliedScience,70,0.09925700934579439
185,Eddie Woo,1900000,4981,175831927,8593,190,14,2025-01-23 03:00:06,https://www.youtube.com/watch?v=G34vXkOuU8M&ab_channel=EddieWoo,48,0.004522631578947368
186,SciShow,8140000,3856,2094631631,308661,13106,570,2025-02-10 18:00:55,https://www.youtube.com/watch?v=xOoZb74Ysp8&ab_channel=SciShow,30,0.03791904176904177
187,SciShow,8140000,3856,2094631631,244469,13304,1333,2025-02-07 18:00:12,https://www.youtube.com/watch?v=EJizDf-sqic&ab_channel=SciShow,33,0.030033046683046682
188,SciShow,8140000,3856,2094631631,61275,3356,411,2025-02-06 18:00:17,https://www.youtube.com/watch?v=Osc2pT32940&ab_channel=SciShow,34,0.007527641277641278
189,SciShow,8140000,3856,2094631631,261704,6916,467,2025-02-05 18:00:10,https://www.youtube.com/watch?v=8vv23GC-lhs&ab_channel=SciShow,35,0.03215036855036855
190,SciShow,8140000,3856,2094631631,205697,12420,987,2025-02-04 18:00:20,https://www.youtube.com/watch?v=YYVa7DGXkl4&ab_channel=SciShow,36,0.02526990171990172
191,SciShow,8140000,3856,2094631631,192724,8918,414,2025-02-03 18:00:33,https://www.youtube.com/watch?v=bGCD0J2IMX8&ab_channel=SciShow,37,0.023676167076167078
192,SciShow,8140000,3856,2094631631,110900,6982,343,2025-01-31 18:00:43,https://www.youtube.com/watch?v=nKPRwoVjIL4&ab_channel=SciShow,40,0.013624078624078623
193,SciShow,8140000,3856,2094631631,203704,10561,1030,2025-01-30 18:00:35,https://www.youtube.com/watch?v=gDKW0nldkxs&ab_channel=SciShow,41,0.025025061425061425
194,SciShow,8140000,3856,2094631631,133742,7305,805,2025-01-29 18:00:48,https://www.youtube.com/watch?v=pjIyR44Da3s&ab_channel=SciShow,42,0.01643022113022113
195,SciShow,8140000,3856,2094631631,278390,13434,945,2025-01-28 18:00:21,https://www.youtube.com/watch?v=_M7VhhptSrU&ab_channel=SciShow,43,0.0342002457002457
196,SciShow,8140000,3856,2094631631,153055,6520,510,2025-01-27 18:00:27,https://www.youtube.com/watch?v=YbcI4MBW-aU&ab_channel=SciShow,44,0.01880282555282555
197,SciShow,8140000,3856,2094631631,194535,9575,783,2025-01-24 18:00:09,https://www.youtube.com/watch?v=6Sgwn4JiUkM&ab_channel=SciShow,47,0.02389864864864865
198,SciShow,8140000,3856,2094631631,262954,10967,350,2025-01-23 18:00:55,https://www.youtube.com/watch?v=y9sSNQNpILo&ab_channel=SciShow,48,0.032303931203931206
199,SciShow,8140000,3856,2094631631,164826,7979,391,2025-01-22 18:00:02,https://www.youtube.com/watch?v=0sNYdSg1fL8&ab_channel=SciShow,49,0.020248894348894347
200,SciShow,8140000,3856,2094631631,91209,4202,237,2025-01-21 21:45:05,https://www.youtube.com/watch?v=guPx59je6eE&ab_channel=SciShow,50,0.011205036855036855
201,SciShow,8140000,3856,2094631631,165933,8036,812,2025-01-20 18:00:22,https://www.youtube.com/watch?v=K6OYz94o5EE&ab_channel=SciShow,51,0.020384889434889433
202,SciShow,8140000,3856,2094631631,150078,8147,546,2025-01-17 18:00:21,https://www.youtube.com/watch?v=TSfjnNA1wdo&ab_channel=SciShow,54,0.018437100737100736
203,SciShow,8140000,3856,2094631631,209191,10632,657,2025-01-16 18:00:52,https://www.youtube.com/watch?v=wfqhKKITC1w&ab_channel=SciShow,55,0.02569914004914005
204,SciShow,8140000,3856,2094631631,187924,7951,435,2025-01-15 18:00:08,https://www.youtube.com/watch?v=5Htj0cURi2Q&ab_channel=SciShow,56,0.023086486486486486
205,SciShow,8140000,3856,2094631631,183700,9574,803,2025-01-14 18:00:30,https://www.youtube.com/watch?v=UEuz5ZHABtI&ab_channel=SciShow,57,0.022567567567567566
206,SciShow,8140000,3856,2094631631,57686,4842,160,2025-01-13 18:00:29,https://www.youtube.com/watch?v=kJT0-6jzAXU&ab_channel=SciShow,58,0.007086732186732187
207,Veritasium,17500000,431,3155527352,7668867,270294,11439,2025-02-10 14:03:41,https://www.youtube.com/watch?v=P_fHJIYENdI&ab_channel=Veritasium,30,0.4382209714285714
208,Veritasium,17500000,431,3155527352,10611975,221309,8204,2025-02-05 15:02:34,https://www.youtube.com/watch?v=88bMVbx1dzM&ab_channel=Veritasium,35,0.6063985714285715
209,Veritasium,17500000,431,3155527352,9639716,208637,7627,2025-01-28 19:17:22,https://www.youtube.com/watch?v=Ni82f1-cAXg&ab_channel=Veritasium,43,0.5508409142857142
210,Veritasium,17500000,431,3155527352,6100883,119041,5105,2025-01-21 16:58:06,https://www.youtube.com/watch?v=H6q6pYZ9Fho&ab_channel=Veritasium,50,0.3486218857142857
211,MinuteEarth,3100000,403,532638763,1192719,47034,1920,2025-01-30 19:14:29,https://www.youtube.com/watch?v=CHTMZiXeB6A&ab_channel=MinuteEarth,41,0.38474806451612903
212,MinuteEarth,3100000,403,532638763,202157,6324,320,2025-01-24 17:10:16,https://www.youtube.com/watch?v=OCfvQGj4jVQ&ab_channel=MinuteEarth,47,0.06521193548387097
213,SmarterEveryDay,11600000,387,1225767165,2146483,81786,6029,2025-01-31 17:00:05,https://www.youtube.com/watch?v=JVROsxtjoCw&ab_channel=SmarterEveryDay,40,0.18504163793103448
214,CrashCourse,16300000,1612,2089464405,41434,2313,120,2025-02-06 17:00:43,https://www.youtube.com/watch?v=_URf07Rb_EU&ab_channel=CrashCourse,34,0.002541963190184049
215,CrashCourse,16300000,1612,2089464405,129487,7435,0,2025-02-04 17:00:09,https://www.youtube.com/watch?v=9peemRxUtkE&ab_channel=CrashCourse,36,0.00794398773006135
216,CrashCourse,16300000,1612,2089464405,55398,2932,89,2025-01-30 17:01:05,https://www.youtube.com/watch?v=t44-uHyzvCw&ab_channel=CrashCourse,41,0.003398650306748466
217,CrashCourse,16300000,1612,2089464405,108983,6040,0,2025-01-28 17:00:41,https://www.youtube.com/watch?v=Z38LrPadz3Y&ab_channel=CrashCourse,43,0.006686073619631902
218,CrashCourse,16300000,1612,2089464405,61860,3369,163,2025-01-23 17:00:58,https://www.youtube.com/watch?v=rbSqLQmT2gc&ab_channel=CrashCourse,48,0.0037950920245398774
219,CrashCourse,16300000,1612,2089464405,95674,5262,57,2025-01-21 19:15:01,https://www.youtube.com/watch?v=Y-YbgGYsHig&ab_channel=CrashCourse,50,0.0058695705521472396
220,CrashCourse,16300000,1612,2089464405,57629,3026,75,2025-01-16 17:01:10,https://www.youtube.com/watch?v=z_qBal5qwAY&ab_channel=CrashCourse,55,0.003535521472392638
221,CrashCourse,16300000,1612,2089464405,123587,6737,87,2025-01-14 17:00:47,https://www.youtube.com/watch?v=flmfrzshA9s&ab_channel=CrashCourse,57,0.0075820245398773006
222,PBS Eons,3070000,455,717157306,140934,4819,436,2025-02-04 15:00:12,https://www.youtube.com/watch?v=CDB0m0hO8qk&ab_channel=PBSEons,36,0.04590684039087948
223,PBS Eons,3070000,455,717157306,188949,10912,314,2025-01-28 15:00:30,https://www.youtube.com/watch?v=HDNFIfeM1uU&ab_channel=PBSEons,43,0.061546905537459284
224,PBS Eons,3070000,455,717157306,137212,5067,749,2025-01-21 15:08:31,https://www.youtube.com/watch?v=wiYzLexX8co&ab_channel=PBSEons,50,0.044694462540716615
225,PBS Eons,3070000,455,717157306,224732,12665,474,2025-01-14 15:01:14,https://www.youtube.com/watch?v=y4ouRg_RbVY&ab_channel=PBSEons,57,0.07320260586319219
226,RealLifeLore,7740000,430,1787917901,1640769,35283,6951,2025-01-31 17:45:22,https://www.youtube.com/watch?v=x8j2uWw3WfU&ab_channel=RealLifeLore,40,0.21198565891472868
227,RealLifeLore,7740000,430,1787917901,1327967,34040,2902,2025-01-25 17:40:41,https://www.youtube.com/watch?v=oytfhLUy0Fg&ab_channel=RealLifeLore,46,0.1715719638242894
228,RealLifeLore,7740000,430,1787917901,1588487,34009,3707,2025-01-18 18:36:05,https://www.youtube.com/watch?v=0o7DCqciH2E&ab_channel=RealLifeLore,53,0.20523087855297156
229,JerryRigEverything,9220000,1332,2391925813,2222478,69292,4178,2025-02-04 13:23:00,https://www.youtube.com/watch?v=LggCBrh5tDE,36,0.24104967462039045
230,JerryRigEverything,9220000,1332,2391925813,3575037,105861,7412,2025-02-01 17:31:33,https://www.youtube.com/watch?v=kN9YYURZD5Q,39,0.3877480477223427
231,JerryRigEverything,9220000,1332,2391925813,910565,28428,1492,2025-01-28 17:08:54,https://www.youtube.com/watch?v=JNF5R11mX-8,43,0.09875976138828634
232,JerryRigEverything,9220000,1332,2391925813,572351,21377,1312,2025-01-18 14:47:00,https://www.youtube.com/watch?v=vUdrHqmlj7E,53,0.06207711496746204
233,JerryRigEverything,9220000,1332,2391925813,339743,13390,890,2025-01-14 20:31:32,https://www.youtube.com/watch?v=8OVknjzprAE,57,0.036848481561822126
234,JerryRigEverything,9220000,1332,2391925813,542359,18403,1173,2025-01-08 18:33:12,https://www.youtube.com/watch?v=W0jcAJlFP-g,63,0.05882418655097614
235,ElectroBOOM,8180000,337,1250540173,673520,37564,1472,2025-01-22 17:01:19,https://www.youtube.com/watch?v=66Gvth4wHiA,49,0.08233740831295844
236,ElectroBOOM,8180000,337,1250540173,844817,45011,2463,2024-12-22 17:00:03,https://www.youtube.com/watch?v=NQE6uNrSd-4,80,0.10327836185819071
237,Computerphile,2510000,841,221042844,85768,3319,134,2025-02-06 17:45:01,https://www.youtube.com/watch?v=SAk-6gVkio0,34,0.034170517928286855
238,Computerphile,2510000,841,221042844,1454428,56565,3625,2025-01-28 21:22:19,https://www.youtube.com/watch?v=gY4Z-9QlZ64,43,0.5794533864541833
239,Computerphile,2510000,841,221042844,101284,4179,694,2025-01-21 16:01:47,https://www.youtube.com/watch?v=OKc2hAmMOY4,50,0.04035219123505976
240,Computerphile,2510000,841,221042844,45740,1257,78,2025-01-16 20:44:22,https://www.youtube.com/watch?v=dZ0SQrr4g8g,55,0.018223107569721116
241,Computerphile,2510000,841,221042844,173170,6740,518,2025-01-07 16:00:32,https://www.youtube.com/watch?v=PpaQrzoDW2I,64,0.06899203187250996
242,PBS Space Time,3270000,412,493899935,991028,95864,13693,2025-01-30 21:15:01,https://www.youtube.com/watch?v=GjkqedrTwZo,41,0.30306666666666665
243,PBS Space Time,3270000,412,493899935,521301,68530,12181,2025-01-23 21:15:04,https://www.youtube.com/watch?v=SXg6YVcdOcA,48,0.15941926605504586
244,PBS Space Time,3270000,412,493899935,758896,25342,1964,2025-01-16 21:15:02,https://www.youtube.com/watch?v=wh75ubECL8I,55,0.2320782874617737
245,PBS Space Time,3270000,412,493899935,527677,18175,1442,2024-12-19 20:29:53,https://www.youtube.com/watch?v=KXPhaAsnrfs,83,0.1613691131498471
246,Professor Dave Explains,3670000,1705,386911281,4505,180,27,2025-02-10 15:00:41,https://www.youtube.com/watch?v=UMi6q3o4Evw,30,0.0012275204359673024
247,Professor Dave Explains,3670000,1705,386911281,7956,261,59,2025-02-07 15:00:28,https://www.youtube.com/watch?v=OFet4FfpBxY,33,0.002167847411444142
248,Professor Dave Explains,3670000,1705,386911281,194353,13630,3177,2025-02-06 22:31:56,https://www.youtube.com/watch?v=-2mPGg9qo-w,34,0.05295722070844687
249,Professor Dave Explains,3670000,1705,386911281,9764,637,73,2025-02-05 15:00:26,https://www.youtube.com/watch?v=L7onUpN5CNM,35,0.002660490463215259
250,Professor Dave Explains,3670000,1705,386911281,168839,12236,1929,2025-02-04 15:00:02,https://www.youtube.com/watch?v=1K8MUh1wA8M,36,0.04600517711171662
251,Professor Dave Explains,3670000,1705,386911281,10753,499,71,2025-02-03 15:00:23,https://www.youtube.com/watch?v=EpiayTAiD30,37,0.0029299727520435965
252,Professor Dave Explains,3670000,1705,386911281,541868,25362,7819,2025-02-01 15:00:08,https://www.youtube.com/watch?v=4okBkJUlMiI,39,0.14764795640326975
253,Professor Dave Explains,3670000,1705,386911281,18384,1030,339,2025-01-31 15:01:13,https://www.youtube.com/watch?v=pz1ghfuK1sk,40,0.005009264305177112
254,Professor Dave Explains,3670000,1705,386911281,11313,446,59,2025-01-29 15:00:42,https://www.youtube.com/watch?v=VQcbNOrpjig,42,0.0030825613079019073
255,Professor Dave Explains,3670000,1705,386911281,4089,155,30,2025-01-27 15:00:09,https://www.youtube.com/watch?v=5GHcXUxcRMQ,44,0.0011141689373297002
256,Professor Dave Explains,3670000,1705,386911281,359064,16443,3283,2025-01-25 15:00:49,https://www.youtube.com/watch?v=barCAOnHa3w,46,0.09783760217983652
257,Professor Dave Explains,3670000,1705,386911281,7590,311,67,2025-01-24 15:01:18,https://www.youtube.com/watch?v=z3Z4Yx42cZs,47,0.0020681198910081746
258,Professor Dave Explains,3670000,1705,386911281,9365,506,48,2025-01-22 15:00:14,https://www.youtube.com/watch?v=DOGKf581Cj8,49,0.0025517711171662125
259,Professor Dave Explains,3670000,1705,386911281,9295,447,30,2025-01-20 15:00:50,https://www.youtube.com/watch?v=ZBPT-_Z_FGA,51,0.002532697547683924
260,Professor Dave Explains,3670000,1705,386911281,1828374,59259,19386,2025-01-17 15:00:33,https://www.youtube.com/watch?v=JsETzrRr3is,54,0.49819455040871935
261,Professor Dave Explains,3670000,1705,386911281,6467,365,63,2025-01-15 15:00:32,https://www.youtube.com/watch?v=H8u3bttQPC8,56,0.0017621253405994551
262,Professor Dave Explains,3670000,1705,386911281,4893,171,32,2025-01-13 15:00:35,https://www.youtube.com/watch?v=QyLe8JKa-0A,58,0.0013332425068119892
263,Stated Clearly,566000,146,48804818,3570,214,29,2025-02-04 20:21:39,https://www.youtube.com/watch?v=psVjK5Gg-ho,36,0.006307420494699647
264,Physics Explained,246000,28,12174172,28864,1499,211,2025-02-03 20:00:06,https://www.youtube.com/watch?v=AjYzhoWHsk8,37,0.11733333333333333
265,Physics Explained,246000,28,12174172,294707,9722,536,2025-01-20 21:00:06,https://www.youtube.com/watch?v=vjDvBP5IU-4,51,1.1979959349593496
266,Physics Explained,246000,28,12174172,99361,3602,272,2025-01-27 20:00:06,https://www.youtube.com/watch?v=zvyxArI67vw,44,0.40390650406504064
267,Physics Explained,246000,28,12174172,20503,1401,108,2025-01-12 17:59:29,https://www.youtube.com/watch?v=hMkUdTQ2amw,59,0.08334552845528455
268,Periodic Videos,1620000,730,291123819,49972,3801,269,2025-01-21 13:38:06,https://www.youtube.com/watch?v=xNbDe0K-p8w,50,0.030846913580246913
269,Periodic Videos,1620000,730,291123819,29142,1171,128,2025-01-06 15:51:27,https://www.youtube.com/watch?v=Swq8pmNgUQ4,65,0.017988888888888888
