Channel Name,Subscriber Count,Total Videos,Total Views,View Count,Like Count,Comment Count,Video Posted,Video Link
Khan Academy,8790000,8619,2149402004,5676,91,15,2025-01-15T16:23:47Z,https://www.youtube.com/watch?v=kFmtXeKPId4&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1857,29,0,2025-01-15T13:24:11Z,https://www.youtube.com/watch?v=fS3TOHnUwdw&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1714,32,0,2025-01-15T13:23:18Z,https://www.youtube.com/watch?v=pq36jdgmuzw&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,3322,59,0,2025-01-15T13:23:15Z,https://www.youtube.com/watch?v=hVlFzfHc3t0&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1463,30,0,2025-01-15T13:22:44Z,https://www.youtube.com/watch?v=N8P_IjvzGPY&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,4472,115,0,2025-01-15T08:00:28Z,https://www.youtube.com/watch?v=KyBgxe-rU48&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,2778,48,4,2025-01-14T22:38:51Z,https://www.youtube.com/watch?v=ClwmqcEewRc&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1659,26,0,2025-01-14T22:06:28Z,https://www.youtube.com/watch?v=Oa0u7ZsRhOw&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1697,40,0,2025-01-14T22:06:24Z,https://www.youtube.com/watch?v=ikw1-ZWf8qw&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1817,46,0,2025-01-14T22:03:14Z,https://www.youtube.com/watch?v=xUbgRHeCOyY&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1065,18,0,2025-01-14T21:53:43Z,https://www.youtube.com/watch?v=K-JL39rcJlA&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1146,20,1,2025-01-14T21:52:43Z,https://www.youtube.com/watch?v=uwjKRjIfxhE&ab_channel=KhanAcademy
Khan Academy,8790000,8619,2149402004,1208,20,1,2025-01-14T21:21:52Z,https://www.youtube.com/watch?v=L3eaXsALPAM&ab_channel=KhanAcademy
