,Channel Name,Subscriber Count,Total Videos,Total Views,View Count,Like Count,Comment Count,Video Posted,Video Link,time_since_posting
161,Engineering Explained,4000000,1002,870500133,486930,19268,1343,2024-12-27 15:01:11,https://www.youtube.com/watch?v=y2TuR4fR1W0&ab_channel=EngineeringExplained,59
162,Engineering Explained,4000000,1002,870500133,278262,9469,1245,2024-12-13 15:00:10,https://www.youtube.com/watch?v=BPxDBwHM7qk&ab_channel=EngineeringExplained,73
163,Two Minute Papers,1620000,955,149944520,55738,2292,191,2025-02-06 14:39:17,https://www.youtube.com/watch?v=Mhk-otOlo1c&ab_channel=TwoMinutePapers,18
164,Two Minute Papers,1620000,955,149944520,66404,2979,266,2025-02-04 11:30:13,https://www.youtube.com/watch?v=oKx2xQQl--Q&ab_channel=TwoMinutePapers,20
165,Two Minute Papers,1620000,955,149944520,63590,3201,150,2025-01-29 16:48:04,https://www.youtube.com/watch?v=jyhu1VipWpo&ab_channel=TwoMinutePapers,26
166,Two Minute Papers,1620000,955,149944520,126483,5648,737,2025-01-23 09:46:27,https://www.youtube.com/watch?v=btvB56PkvwE&ab_channel=TwoMinutePapers,32
167,Two Minute Papers,1620000,955,149944520,50726,1648,196,2025-01-21 16:15:50,https://www.youtube.com/watch?v=9Q0qPTKVTJE&ab_channel=TwoMinutePapers,34
168,Two Minute Papers,1620000,955,149944520,104946,3542,245,2025-01-19 17:36:16,https://www.youtube.com/watch?v=4TpwfbUjCYs&ab_channel=TwoMinutePapers,36
169,Two Minute Papers,1620000,955,149944520,105645,3619,306,2025-01-12 16:26:01,https://www.youtube.com/watch?v=_qQwSVzYNpA&ab_channel=TwoMinutePapers,43
170,Two Minute Papers,1620000,955,149944520,86487,3173,152,2025-01-07 09:05:46,https://www.youtube.com/watch?v=QhA2CH6Z-v4&ab_channel=TwoMinutePapers,48
171,Two Minute Papers,1620000,955,149944520,46450,2369,94,2025-01-04 15:53:43,https://www.youtube.com/watch?v=WZCOtnUT0b0&ab_channel=TwoMinutePapers,51
172,Two Minute Papers,1620000,955,149944520,262464,6936,814,2024-12-28 18:14:34,https://www.youtube.com/watch?v=DjSipUhjJX8&ab_channel=TwoMinutePapers,58
173,Two Minute Papers,1620000,955,149944520,86519,3291,368,2024-12-21 15:26:22,https://www.youtube.com/watch?v=AkegnIRF_S4&ab_channel=TwoMinutePapers,65
174,Two Minute Papers,1620000,955,149944520,76947,3123,164,2024-12-15 15:04:07,https://www.youtube.com/watch?v=QCllgrnk8So&ab_channel=TwoMinutePapers,71
175,Two Minute Papers,1620000,955,149944520,101427,3611,371,2024-12-13 18:33:38,https://www.youtube.com/watch?v=JYI1srodjeg&ab_channel=TwoMinutePapers,73
176,Fermilab,808000,469,79843278,6773,399,29,2025-02-06 16:15:02,https://www.youtube.com/watch?v=a7nh3dIiMBg&ab_channel=Fermilab,18
177,Fermilab,808000,469,79843278,45270,4308,273,2025-01-17 15:32:28,https://www.youtube.com/watch?v=y0BF-dMgZRk&ab_channel=Fermilab,38
178,Fermilab,808000,469,79843278,10174,507,36,2024-12-17 17:39:09,https://www.youtube.com/watch?v=D-GCEDwK4hs&ab_channel=Fermilab,69
179,Fermilab,808000,469,79843278,23624,1845,102,2024-12-11 16:43:00,https://www.youtube.com/watch?v=AZWsv2d2Yd4&ab_channel=Fermilab,75
180,The Organic Chemistry Tutor,9100000,2851,1428485698,31199,547,124,2025-01-31 12:58:31,https://www.youtube.com/watch?v=eBD2TZUh5VI&ab_channel=TheOrganicChemistryTutor,24
181,The Organic Chemistry Tutor,9100000,2851,1428485698,31997,409,70,2025-01-22 13:05:36,https://www.youtube.com/watch?v=yOrXqvO2M1M&ab_channel=TheOrganicChemistryTutor,33
182,The Organic Chemistry Tutor,9100000,2851,1428485698,33590,561,88,2025-01-02 22:03:52,https://www.youtube.com/watch?v=D5Iv3qbzl2k&ab_channel=TheOrganicChemistryTutor,53
183,Applied Science,854000,269,82577389,215146,12426,632,2025-02-01 04:05:43,https://www.youtube.com/watch?v=DQv0nlGsW-s&ab_channel=AppliedScience,23
184,Applied Science,854000,269,82577389,83786,7471,535,2025-01-01 00:29:55,https://www.youtube.com/watch?v=kiuXasyB3L0&ab_channel=AppliedScience,54
185,Eddie Woo,1900000,4977,175479597,8087,180,14,2025-01-23 03:00:06,https://www.youtube.com/watch?v=G34vXkOuU8M&ab_channel=EddieWoo,32
186,SciShow,8130000,3843,2087982238,295091,12601,561,2025-02-10 18:00:55,https://www.youtube.com/watch?v=xOoZb74Ysp8&ab_channel=SciShow,14
187,SciShow,8130000,3843,2087982238,236599,12966,1297,2025-02-07 18:00:12,https://www.youtube.com/watch?v=EJizDf-sqic&ab_channel=SciShow,17
188,SciShow,8130000,3843,2087982238,59602,3293,407,2025-02-06 18:00:17,https://www.youtube.com/watch?v=Osc2pT32940&ab_channel=SciShow,18
189,SciShow,8130000,3843,2087982238,248140,6768,467,2025-02-05 18:00:10,https://www.youtube.com/watch?v=8vv23GC-lhs&ab_channel=SciShow,19
190,SciShow,8130000,3843,2087982238,200343,12200,978,2025-02-04 18:00:20,https://www.youtube.com/watch?v=YYVa7DGXkl4&ab_channel=SciShow,20
191,SciShow,8130000,3843,2087982238,188275,8773,411,2025-02-03 18:00:33,https://www.youtube.com/watch?v=bGCD0J2IMX8&ab_channel=SciShow,21
192,SciShow,8130000,3843,2087982238,108482,6880,341,2025-01-31 18:00:43,https://www.youtube.com/watch?v=nKPRwoVjIL4&ab_channel=SciShow,24
193,SciShow,8130000,3843,2087982238,197642,10326,1033,2025-01-30 18:00:35,https://www.youtube.com/watch?v=gDKW0nldkxs&ab_channel=SciShow,25
194,SciShow,8130000,3843,2087982238,130633,7196,803,2025-01-29 18:00:48,https://www.youtube.com/watch?v=pjIyR44Da3s&ab_channel=SciShow,26
195,SciShow,8130000,3843,2087982238,273553,13249,944,2025-01-28 18:00:21,https://www.youtube.com/watch?v=_M7VhhptSrU&ab_channel=SciShow,27
196,SciShow,8130000,3843,2087982238,150982,6442,506,2025-01-27 18:00:27,https://www.youtube.com/watch?v=YbcI4MBW-aU&ab_channel=SciShow,28
197,SciShow,8130000,3843,2087982238,192273,9479,775,2025-01-24 18:00:09,https://www.youtube.com/watch?v=6Sgwn4JiUkM&ab_channel=SciShow,31
198,SciShow,8130000,3843,2087982238,255326,10719,348,2025-01-23 18:00:55,https://www.youtube.com/watch?v=y9sSNQNpILo&ab_channel=SciShow,32
199,SciShow,8130000,3843,2087982238,163400,7929,391,2025-01-22 18:00:02,https://www.youtube.com/watch?v=0sNYdSg1fL8&ab_channel=SciShow,33
200,SciShow,8130000,3843,2087982238,89564,4153,234,2025-01-21 21:45:05,https://www.youtube.com/watch?v=guPx59je6eE&ab_channel=SciShow,34
201,SciShow,8130000,3843,2087982238,164005,7985,810,2025-01-20 18:00:22,https://www.youtube.com/watch?v=K6OYz94o5EE&ab_channel=SciShow,35
202,SciShow,8130000,3843,2087982238,147461,8041,541,2025-01-17 18:00:21,https://www.youtube.com/watch?v=TSfjnNA1wdo&ab_channel=SciShow,38
203,SciShow,8130000,3843,2087982238,195630,10262,638,2025-01-16 18:00:52,https://www.youtube.com/watch?v=wfqhKKITC1w&ab_channel=SciShow,39
204,SciShow,8130000,3843,2087982238,186020,7900,432,2025-01-15 18:00:08,https://www.youtube.com/watch?v=5Htj0cURi2Q&ab_channel=SciShow,40
205,SciShow,8130000,3843,2087982238,182420,9530,814,2025-01-14 18:00:30,https://www.youtube.com/watch?v=UEuz5ZHABtI&ab_channel=SciShow,41
206,SciShow,8130000,3843,2087982238,57200,4831,159,2025-01-13 18:00:29,https://www.youtube.com/watch?v=kJT0-6jzAXU&ab_channel=SciShow,42
207,Veritasium,17300000,430,3121833870,6756855,250075,10857,2025-02-10 14:03:41,https://www.youtube.com/watch?v=P_fHJIYENdI&ab_channel=Veritasium,14
208,Veritasium,17300000,430,3121833870,9513436,211215,7899,2025-02-05 15:02:34,https://www.youtube.com/watch?v=88bMVbx1dzM&ab_channel=Veritasium,19
209,Veritasium,17300000,430,3121833870,9097739,202232,7541,2025-01-28 19:17:22,https://www.youtube.com/watch?v=Ni82f1-cAXg&ab_channel=Veritasium,27
210,Veritasium,17300000,430,3121833870,5691165,115391,5060,2025-01-21 16:58:06,https://www.youtube.com/watch?v=H6q6pYZ9Fho&ab_channel=Veritasium,34
211,MinuteEarth,3090000,400,528771816,1118688,45320,1883,2025-01-30 19:14:29,https://www.youtube.com/watch?v=CHTMZiXeB6A&ab_channel=MinuteEarth,25
212,MinuteEarth,3090000,400,528771816,192611,6186,312,2025-01-24 17:10:16,https://www.youtube.com/watch?v=OCfvQGj4jVQ&ab_channel=MinuteEarth,31
213,SmarterEveryDay,11600000,387,1224242099,1923575,78701,5892,2025-01-31 17:00:05,https://www.youtube.com/watch?v=JVROsxtjoCw&ab_channel=SmarterEveryDay,24
214,CrashCourse,16200000,1608,2080575940,38338,2202,120,2025-02-06 17:00:43,https://www.youtube.com/watch?v=_URf07Rb_EU&ab_channel=CrashCourse,18
215,CrashCourse,16200000,1608,2080575940,121904,7157,0,2025-02-04 17:00:09,https://www.youtube.com/watch?v=9peemRxUtkE&ab_channel=CrashCourse,20
216,CrashCourse,16200000,1608,2080575940,52370,2820,89,2025-01-30 17:01:05,https://www.youtube.com/watch?v=t44-uHyzvCw&ab_channel=CrashCourse,25
217,CrashCourse,16200000,1608,2080575940,101795,5840,0,2025-01-28 17:00:41,https://www.youtube.com/watch?v=Z38LrPadz3Y&ab_channel=CrashCourse,27
218,CrashCourse,16200000,1608,2080575940,58669,3255,163,2025-01-23 17:00:58,https://www.youtube.com/watch?v=rbSqLQmT2gc&ab_channel=CrashCourse,32
219,CrashCourse,16200000,1608,2080575940,90229,5116,57,2025-01-21 19:15:01,https://www.youtube.com/watch?v=Y-YbgGYsHig&ab_channel=CrashCourse,34
220,CrashCourse,16200000,1608,2080575940,54839,2940,75,2025-01-16 17:01:10,https://www.youtube.com/watch?v=z_qBal5qwAY&ab_channel=CrashCourse,39
221,CrashCourse,16200000,1608,2080575940,117561,6550,88,2025-01-14 17:00:47,https://www.youtube.com/watch?v=flmfrzshA9s&ab_channel=CrashCourse,41
222,PBS Eons,3060000,449,713848898,118046,4444,410,2025-02-04 15:00:12,https://www.youtube.com/watch?v=CDB0m0hO8qk&ab_channel=PBSEons,20
223,PBS Eons,3060000,449,713848898,182808,10663,309,2025-01-28 15:00:30,https://www.youtube.com/watch?v=HDNFIfeM1uU&ab_channel=PBSEons,27
224,PBS Eons,3060000,449,713848898,123977,4835,721,2025-01-21 15:08:31,https://www.youtube.com/watch?v=wiYzLexX8co&ab_channel=PBSEons,34
225,PBS Eons,3060000,449,713848898,216726,12422,470,2025-01-14 15:01:14,https://www.youtube.com/watch?v=y4ouRg_RbVY&ab_channel=PBSEons,41
226,RealLifeLore,7730000,429,1779790826,1516879,33751,6735,2025-01-31 17:45:22,https://www.youtube.com/watch?v=x8j2uWw3WfU&ab_channel=RealLifeLore,24
227,RealLifeLore,7730000,429,1779790826,1242803,32926,2846,2025-01-25 17:40:41,https://www.youtube.com/watch?v=oytfhLUy0Fg&ab_channel=RealLifeLore,30
228,RealLifeLore,7730000,429,1779790826,1414611,31529,3639,2025-01-18 18:36:05,https://www.youtube.com/watch?v=0o7DCqciH2E&ab_channel=RealLifeLore,37
229,JerryRigEverything,9190000,1320,2372797378,2111449,67452,4099,2025-02-04 13:23:00,https://www.youtube.com/watch?v=LggCBrh5tDE,20
230,JerryRigEverything,9190000,1320,2372797378,3480036,104234,7362,2025-02-01 17:31:33,https://www.youtube.com/watch?v=kN9YYURZD5Q,23
231,JerryRigEverything,9190000,1320,2372797378,886032,27941,1476,2025-01-28 17:08:54,https://www.youtube.com/watch?v=JNF5R11mX-8,27
232,JerryRigEverything,9190000,1320,2372797378,545271,20905,1281,2025-01-18 14:47:00,https://www.youtube.com/watch?v=vUdrHqmlj7E,37
233,JerryRigEverything,9190000,1320,2372797378,332200,13146,882,2025-01-14 20:31:32,https://www.youtube.com/watch?v=8OVknjzprAE,41
234,JerryRigEverything,9190000,1320,2372797378,538440,18320,1193,2025-01-08 18:33:12,https://www.youtube.com/watch?v=W0jcAJlFP-g,47
235,ElectroBOOM,8170000,334,1243717051,635147,36328,1482,2025-01-22 17:01:19,https://www.youtube.com/watch?v=66Gvth4wHiA,33
236,ElectroBOOM,8170000,334,1243717051,821234,44233,2430,2024-12-22 17:00:03,https://www.youtube.com/watch?v=NQE6uNrSd-4,64
237,Computerphile,2500000,839,219926254,78923,3155,130,2025-02-06 17:45:01,https://www.youtube.com/watch?v=SAk-6gVkio0,18
238,Computerphile,2500000,839,219926254,1429520,56093,3681,2025-01-28 21:22:19,https://www.youtube.com/watch?v=gY4Z-9QlZ64,27
239,Computerphile,2500000,839,219926254,97683,4080,685,2025-01-21 16:01:47,https://www.youtube.com/watch?v=OKc2hAmMOY4,34
240,Computerphile,2500000,839,219926254,43488,1200,76,2025-01-16 20:44:22,https://www.youtube.com/watch?v=dZ0SQrr4g8g,39
241,Computerphile,2500000,839,219926254,169794,6652,519,2025-01-07 16:00:32,https://www.youtube.com/watch?v=PpaQrzoDW2I,48
242,PBS Space Time,3250000,410,491200172,911571,92488,13420,2025-01-30 21:15:01,https://www.youtube.com/watch?v=GjkqedrTwZo,25
243,PBS Space Time,3250000,410,491200172,504873,67682,12100,2025-01-23 21:15:04,https://www.youtube.com/watch?v=SXg6YVcdOcA,32
244,PBS Space Time,3250000,410,491200172,730722,24803,1943,2025-01-16 21:15:02,https://www.youtube.com/watch?v=wh75ubECL8I,39
245,PBS Space Time,3250000,410,491200172,518414,17979,1375,2024-12-19 20:29:53,https://www.youtube.com/watch?v=KXPhaAsnrfs,67
246,Professor Dave Explains,3630000,1692,381568093,4296,172,27,2025-02-10 15:00:41,https://www.youtube.com/watch?v=UMi6q3o4Evw,14
247,Professor Dave Explains,3630000,1692,381568093,7651,251,60,2025-02-07 15:00:28,https://www.youtube.com/watch?v=OFet4FfpBxY,17
248,Professor Dave Explains,3630000,1692,381568093,183615,13272,3134,2025-02-06 22:31:56,https://www.youtube.com/watch?v=-2mPGg9qo-w,18
249,Professor Dave Explains,3630000,1692,381568093,9404,623,73,2025-02-05 15:00:26,https://www.youtube.com/watch?v=L7onUpN5CNM,19
250,Professor Dave Explains,3630000,1692,381568093,164201,12081,1940,2025-02-04 15:00:02,https://www.youtube.com/watch?v=1K8MUh1wA8M,20
251,Professor Dave Explains,3630000,1692,381568093,10210,480,72,2025-02-03 15:00:23,https://www.youtube.com/watch?v=EpiayTAiD30,21
252,Professor Dave Explains,3630000,1692,381568093,490874,24441,7606,2025-02-01 15:00:08,https://www.youtube.com/watch?v=4okBkJUlMiI,23
253,Professor Dave Explains,3630000,1692,381568093,17314,990,322,2025-01-31 15:01:13,https://www.youtube.com/watch?v=pz1ghfuK1sk,24
254,Professor Dave Explains,3630000,1692,381568093,11068,431,58,2025-01-29 15:00:42,https://www.youtube.com/watch?v=VQcbNOrpjig,26
255,Professor Dave Explains,3630000,1692,381568093,3958,154,30,2025-01-27 15:00:09,https://www.youtube.com/watch?v=5GHcXUxcRMQ,28
256,Professor Dave Explains,3630000,1692,381568093,344625,16100,3269,2025-01-25 15:00:49,https://www.youtube.com/watch?v=barCAOnHa3w,30
257,Professor Dave Explains,3630000,1692,381568093,7306,303,66,2025-01-24 15:01:18,https://www.youtube.com/watch?v=z3Z4Yx42cZs,31
258,Professor Dave Explains,3630000,1692,381568093,8991,494,46,2025-01-22 15:00:14,https://www.youtube.com/watch?v=DOGKf581Cj8,33
259,Professor Dave Explains,3630000,1692,381568093,9096,439,31,2025-01-20 15:00:50,https://www.youtube.com/watch?v=ZBPT-_Z_FGA,35
260,Professor Dave Explains,3630000,1692,381568093,1755398,57601,18998,2025-01-17 15:00:33,https://www.youtube.com/watch?v=JsETzrRr3is,38
261,Professor Dave Explains,3630000,1692,381568093,6323,361,63,2025-01-15 15:00:32,https://www.youtube.com/watch?v=H8u3bttQPC8,40
262,Professor Dave Explains,3630000,1692,381568093,4832,170,32,2025-01-13 15:00:35,https://www.youtube.com/watch?v=QyLe8JKa-0A,42
263,Stated Clearly,566000,147,48558018,3386,209,26,2025-02-04 20:21:39,https://www.youtube.com/watch?v=psVjK5Gg-ho,20
264,Physics Explained,242000,27,11834031,26995,1450,209,2025-02-03 20:00:06,https://www.youtube.com/watch?v=AjYzhoWHsk8,21
265,Physics Explained,242000,27,11834031,260821,9008,498,2025-01-20 21:00:06,https://www.youtube.com/watch?v=vjDvBP5IU-4,35
266,Physics Explained,242000,27,11834031,97308,3538,272,2025-01-27 20:00:06,https://www.youtube.com/watch?v=zvyxArI67vw,28
267,Physics Explained,242000,27,11834031,20035,1382,108,2025-01-12 17:59:29,https://www.youtube.com/watch?v=hMkUdTQ2amw,43
268,Periodic Videos,1620000,729,290776563,47996,3736,264,2025-01-21 13:38:06,https://www.youtube.com/watch?v=xNbDe0K-p8w,34
269,Periodic Videos,1620000,729,290776563,28513,1156,128,2025-01-06 15:51:27,https://www.youtube.com/watch?v=Swq8pmNgUQ4,49
